,salt_vavg,time
13098,39.55717240546139,2012-12-27 16:00:00
13099,39.48509873617423,2012-12-27 18:00:00
13100,39.26208984749713,2012-12-27 20:00:00
13101,38.950501845931534,2012-12-27 22:00:00
13102,38.621413790411154,2012-12-28 00:00:00
13103,38.342722722013704,2012-12-28 02:00:00
13104,38.173021449410626,2012-12-28 04:00:00
13105,38.146146326668486,2012-12-28 06:00:00
13106,38.257262349212745,2012-12-28 08:00:00
13107,38.47205154114851,2012-12-28 10:00:00
13108,38.74208217420984,2012-12-28 12:00:00
13109,39.00485080357858,2012-12-28 14:00:00
13110,39.16891362952851,2012-12-28 16:00:00
13111,39.227038371883545,2012-12-28 18:00:00
13112,39.16259139191646,2012-12-28 20:00:00
13113,38.96099980436049,2012-12-28 22:00:00
13114,38.693873470980016,2012-12-29 00:00:00
13115,38.45774057488775,2012-12-29 02:00:00
13116,38.314422974698935,2012-12-29 04:00:00
13117,38.30957915470131,2012-12-29 06:00:00
13118,38.449228797612456,2012-12-29 08:00:00
13119,38.693270601084464,2012-12-29 10:00:00
13120,38.982843543802424,2012-12-29 12:00:00
13121,39.22327792257597,2012-12-29 14:00:00
13122,39.4074107129555,2012-12-29 16:00:00
13123,39.50215598124811,2012-12-29 18:00:00
13124,39.49746623125793,2012-12-29 20:00:00
13125,39.358827908905695,2012-12-29 22:00:00
13126,39.118370672381744,2012-12-30 00:00:00
13127,38.84943317548654,2012-12-30 02:00:00
13128,38.63843334281238,2012-12-30 04:00:00
13129,38.537037711057735,2012-12-30 06:00:00
13130,38.56210540819349,2012-12-30 08:00:00
13131,38.71045115986344,2012-12-30 10:00:00
13132,38.93883456433075,2012-12-30 12:00:00
13133,39.17947065677169,2012-12-30 14:00:00
13134,39.351973413102,2012-12-30 16:00:00
13135,39.39862468646174,2012-12-30 18:00:00
13136,39.28522423761353,2012-12-30 20:00:00
13137,39.02851268863715,2012-12-30 22:00:00
13138,38.69467597445285,2012-12-31 00:00:00
13139,38.36889950467189,2012-12-31 02:00:00
13140,38.115156644713394,2012-12-31 04:00:00
13141,37.953980966055106,2012-12-31 06:00:00
13142,37.8868288218088,2012-12-31 08:00:00
13143,37.93026321859213,2012-12-31 10:00:00
13144,38.06728916658745,2012-12-31 12:00:00
13145,38.24773514610671,2012-12-31 14:00:00
13146,38.42180450850226,2012-12-31 16:00:00
13147,38.51962919864566,2012-12-31 18:00:00
13148,38.49295710224244,2012-12-31 20:00:00
13149,38.34689547310762,2012-12-31 22:00:00
13150,38.14481725512551,2013-01-01 00:00:00
13151,37.959662740617865,2013-01-01 02:00:00
13152,37.83152956702904,2013-01-01 04:00:00
13153,37.77231593515396,2013-01-01 06:00:00
13154,37.790629993949274,2013-01-01 08:00:00
13155,37.87756576609171,2013-01-01 10:00:00
13156,38.03412738699558,2013-01-01 12:00:00
13157,38.26080096178239,2013-01-01 14:00:00
13158,38.48351611826141,2013-01-01 16:00:00
13159,38.64220996733955,2013-01-01 18:00:00
13160,38.72420984812792,2013-01-01 20:00:00
13161,38.722333665895576,2013-01-01 22:00:00
13162,38.633916099062354,2013-01-02 00:00:00
13163,38.54264110810624,2013-01-02 02:00:00
13164,38.50328945973529,2013-01-02 04:00:00
13165,38.51126212657592,2013-01-02 06:00:00
13166,38.536755007240785,2013-01-02 08:00:00
13167,38.584813763626904,2013-01-02 10:00:00
13168,38.65834299509914,2013-01-02 12:00:00
13169,38.75677669739335,2013-01-02 14:00:00
13170,38.85285692679413,2013-01-02 16:00:00
13171,38.92785863706578,2013-01-02 18:00:00
13172,38.957926101812134,2013-01-02 20:00:00
13173,38.91522844313241,2013-01-02 22:00:00
13174,38.82218181288239,2013-01-03 00:00:00
13175,38.750613678940546,2013-01-03 02:00:00
13176,38.74455725951209,2013-01-03 04:00:00
13177,38.78980724708935,2013-01-03 06:00:00
13178,38.84321872443622,2013-01-03 08:00:00
13179,38.856797338525176,2013-01-03 10:00:00
13180,38.835045474226106,2013-01-03 12:00:00
13181,38.81682459100243,2013-01-03 14:00:00
13182,38.82007366059004,2013-01-03 16:00:00
13183,38.82671439700652,2013-01-03 18:00:00
13184,38.80032031237027,2013-01-03 20:00:00
13185,38.70762738477677,2013-01-03 22:00:00
13186,38.57880633214516,2013-01-04 00:00:00
13187,38.510531813887496,2013-01-04 02:00:00
13188,38.54974007430157,2013-01-04 04:00:00
13189,38.669225929444345,2013-01-04 06:00:00
13190,38.786238478108395,2013-01-04 08:00:00
13191,38.829497062601774,2013-01-04 10:00:00
13192,38.7844847736985,2013-01-04 12:00:00
13193,38.71039386692133,2013-01-04 14:00:00
13194,38.63715427153202,2013-01-04 16:00:00
13195,38.56046701858307,2013-01-04 18:00:00
13196,38.467544991803535,2013-01-04 20:00:00
13197,38.36325081902697,2013-01-04 22:00:00
13198,38.25059144021489,2013-01-05 00:00:00
13199,38.20082769915435,2013-01-05 02:00:00
13200,38.268062952001294,2013-01-05 04:00:00
13201,38.43346408390331,2013-01-05 06:00:00
13202,38.62828200061575,2013-01-05 08:00:00
13203,38.75957713578941,2013-01-05 10:00:00
13204,38.78053176238483,2013-01-05 12:00:00
13205,38.72767109053459,2013-01-05 14:00:00
13206,38.61638249769789,2013-01-05 16:00:00
13207,38.4887785288434,2013-01-05 18:00:00
13208,38.36769595932209,2013-01-05 20:00:00
13209,38.22990789769426,2013-01-05 22:00:00
13210,38.09751228187204,2013-01-06 00:00:00
13211,38.03760319527164,2013-01-06 02:00:00
13212,38.11077655009547,2013-01-06 04:00:00
13213,38.311153370174814,2013-01-06 06:00:00
13214,38.56418442472347,2013-01-06 08:00:00
13215,38.74853397793729,2013-01-06 10:00:00
13216,38.83327026301897,2013-01-06 12:00:00
13217,38.81638495484763,2013-01-06 14:00:00
13218,38.71926310795244,2013-01-06 16:00:00
13219,38.5935771042364,2013-01-06 18:00:00
13220,38.451496397760664,2013-01-06 20:00:00
13221,38.30530783496395,2013-01-06 22:00:00
13222,38.167074884950395,2013-01-07 00:00:00
13223,38.08891805508535,2013-01-07 02:00:00
13224,38.13566166707208,2013-01-07 04:00:00
13225,38.31967064292934,2013-01-07 06:00:00
13226,38.58338218673081,2013-01-07 08:00:00
13227,38.79638329442554,2013-01-07 10:00:00
13228,38.90861907020999,2013-01-07 12:00:00
13229,38.90827783992182,2013-01-07 14:00:00
13230,38.783842471589466,2013-01-07 16:00:00
13231,38.59380574922361,2013-01-07 18:00:00
13232,38.38337384078708,2013-01-07 20:00:00
13233,38.170732709702634,2013-01-07 22:00:00
13234,37.97402733204953,2013-01-08 00:00:00
13235,37.83891355480689,2013-01-08 02:00:00
13236,37.80506155838429,2013-01-08 04:00:00
13237,37.906292922712396,2013-01-08 06:00:00
13238,38.11598565360277,2013-01-08 08:00:00
13239,38.342714351462156,2013-01-08 10:00:00
13240,38.479361184783926,2013-01-08 12:00:00
13241,38.479087924957156,2013-01-08 14:00:00
13242,38.33710118956417,2013-01-08 16:00:00
13243,38.101013547725465,2013-01-08 18:00:00
13244,37.83529496285283,2013-01-08 20:00:00
13245,37.58561087635654,2013-01-08 22:00:00
13246,37.370333225855475,2013-01-09 00:00:00
13247,37.211870322893716,2013-01-09 02:00:00
13248,37.1391540043858,2013-01-09 04:00:00
13249,37.17785943576,2013-01-09 06:00:00
13250,37.3369616418028,2013-01-09 08:00:00
13251,37.54083333062473,2013-01-09 10:00:00
13252,37.69985452899427,2013-01-09 12:00:00
13253,37.75373670810615,2013-01-09 14:00:00
13254,37.65229349154157,2013-01-09 16:00:00
13255,37.425541046690626,2013-01-09 18:00:00
13256,37.17408276641725,2013-01-09 20:00:00
13257,36.94470267009881,2013-01-09 22:00:00
13258,36.76331415095472,2013-01-10 00:00:00
13259,36.6463224364476,2013-01-10 02:00:00
13260,36.60430733464459,2013-01-10 04:00:00
13261,36.65701886140152,2013-01-10 06:00:00
13262,36.80548179642349,2013-01-10 08:00:00
13263,37.01831794399987,2013-01-10 10:00:00
13264,37.20617299245197,2013-01-10 12:00:00
13265,37.34334064013494,2013-01-10 14:00:00
13266,37.408177047844305,2013-01-10 16:00:00
13267,37.376333792546355,2013-01-10 18:00:00
13268,37.241897671279425,2013-01-10 20:00:00
13269,37.071586349045425,2013-01-10 22:00:00
13270,36.90595076179433,2013-01-11 00:00:00
13271,36.771953613360445,2013-01-11 02:00:00
13272,36.6912845188592,2013-01-11 04:00:00
13273,36.68524785495434,2013-01-11 06:00:00
13274,36.77308958641469,2013-01-11 08:00:00
